bioguide,caucus,chamber,class,contact_form,district,end,fax,last,name,office,party,party_affiliations,phone,relation,rss_url,start,state,state_rank,title,type,url
C000984,,,,,7.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,MD,,,rep,
C000984,,,,,7.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,MD,,,rep,
C000984,,,,,7.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,MD,,,rep,
C000984,,,,,7.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,MD,,,rep,http://www.house.gov/cummings
C000984,,,,,7.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,MD,,,rep,http://www.house.gov/cummings
C000984,,,,,7.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,MD,,,rep,http://www.house.gov/cummings
C000984,,,,,7.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,MD,,,rep,http://www.house.gov/cummings
C000984,,,,https://forms.house.gov/wyr/welcome.shtml,7.0,2013-01-03,202-225-3178,,,2235 Rayburn House Office Building,Democrat,,202-225-4741,,,2011-01-05,MD,,,rep,http://www.house.gov/cummings
C000984,,,,https://cummings.house.gov/contact-me/email-me,7.0,2015-01-03,202-225-3178,,,2235 Rayburn House Office Building,Democrat,,202-225-4741,,http://cummings.house.gov/rss.xml,2013-01-03,MD,,,rep,http://cummings.house.gov
C000984,,,,https://cummings.house.gov/contact-me/email-me,7.0,2017-01-03,202-225-3178,,,2230 Rayburn House Office Building,Democrat,,202-225-4741,,http://cummings.house.gov/rss.xml,2015-01-06,MD,,,rep,http://cummings.house.gov
C000984,,,,,7.0,2019-01-03,,,,2163 Rayburn House Office Building,Democrat,,202-225-4741,,http://cummings.house.gov/rss.xml,2017-01-03,MD,,,rep,http://cummings.house.gov
D000096,,,,,7.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,IL,,,rep,
D000096,,,,,7.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,IL,,,rep,
D000096,,,,,7.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,IL,,,rep,
D000096,,,,,7.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,IL,,,rep,http://www.house.gov/davis
D000096,,,,,7.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,IL,,,rep,http://www.house.gov/davis
D000096,,,,,7.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,IL,,,rep,http://www.house.gov/davis
D000096,,,,,7.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,IL,,,rep,http://www.house.gov/davis
D000096,,,,https://forms.house.gov/davis/webforms/issue_subscribe.htm,7.0,2013-01-03,202-225-5641,,,2159 Rayburn House Office Building,Democrat,,202-225-5006,,,2011-01-05,IL,,,rep,http://www.house.gov/davis
D000096,,,,https://davis.house.gov/email-me,7.0,2015-01-03,202-225-5641,,,2159 Rayburn House Office Building,Democrat,,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,2013-01-03,IL,,,rep,http://www.davis.house.gov
D000096,,,,https://davis.house.gov/email-me,7.0,2017-01-03,202-225-5641,,,2159 Rayburn House Office Building,Democrat,,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,2015-01-06,IL,,,rep,http://davis.house.gov
D000096,,,,,7.0,2019-01-03,,,,2159 Rayburn House Office Building,Democrat,,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,2017-01-03,IL,,,rep,http://davis.house.gov
D000598,,,,,49.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,CA,,,rep,
D000598,,,,,53.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,CA,,,rep,http://www.house.gov/susandavis
D000598,,,,,53.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,CA,,,rep,http://www.house.gov/susandavis
D000598,,,,,53.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,CA,,,rep,http://www.house.gov/susandavis
D000598,,,,,53.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,CA,,,rep,http://www.house.gov/susandavis
D000598,,,,http://www.house.gov/susandavis/contact.shtml,53.0,2013-01-03,202-225-2948,,,1526 Longworth House Office Building,Democrat,,202-225-2040,,,2011-01-05,CA,,,rep,http://www.house.gov/susandavis
D000598,,,,https://susandavisforms.house.gov/forms/writeyourrep/,53.0,2015-01-03,202-225-2948,,,1526 Longworth House Office Building,Democrat,,202-225-2040,,,2013-01-03,CA,,,rep,http://www.house.gov/susandavis
D000598,,,,https://susandavisforms.house.gov/forms/writeyourrep/,53.0,2017-01-03,202-225-2948,,,1214 Longworth House Office Building,Democrat,,202-225-2040,,,2015-01-06,CA,,,rep,http://susandavis.house.gov
D000598,,,,,53.0,2019-01-03,,,,1214 Longworth House Office Building,Democrat,,202-225-2040,,,2017-01-03,CA,,,rep,http://susandavis.house.gov
D000191,,,,,4.0,1989-01-03,,,,,Democrat,,,,,1987-01-06,OR,,,rep,
D000191,,,,,4.0,1991-01-03,,,,,Democrat,,,,,1989-01-03,OR,,,rep,
D000191,,,,,4.0,1993-01-03,,,,,Democrat,,,,,1991-01-03,OR,,,rep,
D000191,,,,,4.0,1995-01-03,,,,,Democrat,,,,,1993-01-05,OR,,,rep,
D000191,,,,,4.0,1997-01-03,,,,,Democrat,,,,,1995-01-04,OR,,,rep,
D000191,,,,,4.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,OR,,,rep,
D000191,,,,,4.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,OR,,,rep,
D000191,,,,,4.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,OR,,,rep,
D000191,,,,,4.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,OR,,,rep,http://www.house.gov/defazio/
D000191,,,,,4.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,OR,,,rep,http://www.house.gov/defazio/
D000191,,,,,4.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,OR,,,rep,http://defazio.house.gov
D000191,,,,,4.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,OR,,,rep,http://defazio.house.gov
D000191,,,,http://www.house.gov/formdefazio/contact.html,4.0,2013-01-03,202-225-0032,,,2134 Rayburn House Office Building,Democrat,,202-225-6416,,,2011-01-05,OR,,,rep,http://defazio.house.gov
D000191,,,,https://defazio.house.gov/contact/email-me,4.0,2015-01-03,,,,2134 Rayburn House Office Building,Democrat,,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,2013-01-03,OR,,,rep,http://defazio.house.gov
D000191,,,,https://defazio.house.gov/contact/email-me,4.0,2017-01-03,,,,2134 Rayburn House Office Building,Democrat,,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,2015-01-06,OR,,,rep,http://defazio.house.gov
D000191,,,,,4.0,2019-01-03,,,,2134 Rayburn House Office Building,Democrat,,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,2017-01-03,OR,,,rep,http://defazio.house.gov
D000197,,,,,1.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,CO,,,rep,
D000197,,,,,1.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,CO,,,rep,
D000197,,,,,1.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,CO,,,rep,
D000197,,,,,1.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,CO,,,rep,http://www.house.gov/degette
D000197,,,,,1.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,CO,,,rep,http://www.house.gov/degette
D000197,,,,,1.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,CO,,,rep,http://www.house.gov/degette
D000197,,,,,1.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,CO,,,rep,http://www.house.gov/degette
D000197,,,,http://www.house.gov/formdegette/zip_auth.htm,1.0,2013-01-03,202-225-5657,,,2335 Rayburn House Office Building,Democrat,,202-225-4431,,,2011-01-05,CO,,,rep,http://www.house.gov/degette
D000197,,,,https://degette.house.gov/contact/send-me-an-email/email-me,1.0,2015-01-03,202-225-5657,,,2368 Rayburn House Office Building,Democrat,,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,2013-01-03,CO,,,rep,http://degette.house.gov
D000197,,,,https://degette.house.gov/contact/send-me-an-email/email-me,1.0,2017-01-03,202-225-5657,,,2368 Rayburn House Office Building,Democrat,,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,2015-01-06,CO,,,rep,http://degette.house.gov
D000197,,,,,1.0,2019-01-03,,,,2111 Rayburn House Office Building,Democrat,,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,2017-01-03,CO,,,rep,http://degette.house.gov
D000216,,,,,3.0,1993-01-03,,,,,Democrat,,,,,1991-01-03,CT,,,rep,
D000216,,,,,3.0,1995-01-03,,,,,Democrat,,,,,1993-01-05,CT,,,rep,
D000216,,,,,3.0,1997-01-03,,,,,Democrat,,,,,1995-01-04,CT,,,rep,
D000216,,,,,3.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,CT,,,rep,
D000216,,,,,3.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,CT,,,rep,
D000216,,,,,3.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,CT,,,rep,
D000216,,,,,3.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,CT,,,rep,http://www.house.gov/delauro
D000216,,,,,3.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,CT,,,rep,http://www.house.gov/delauro
D000216,,,,,3.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,CT,,,rep,http://www.house.gov/delauro
D000216,,,,,3.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,CT,,,rep,http://www.house.gov/delauro
D000216,,,,http://delauro.house.gov/contact_form_email.cfm,3.0,2013-01-03,202-225-4890,,,2413 Rayburn House Office Building,Democrat,,202-225-3661,,,2011-01-05,CT,,,rep,http://www.house.gov/delauro
D000216,,,,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,3.0,2015-01-03,202-225-4890,,,2413 Rayburn House Office Building,Democrat,,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,2013-01-03,CT,,,rep,http://delauro.house.gov
D000216,,,,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,3.0,2017-01-03,202-225-4890,,,2413 Rayburn House Office Building,Democrat,,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,2015-01-06,CT,,,rep,http://delauro.house.gov
D000216,,,,,3.0,2019-01-03,,,,2413 Rayburn House Office Building,Democrat,,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,2017-01-03,CT,,,rep,http://delauro.house.gov
D000612,,,,,19.0,2013-01-03,202-225-3402,,,1605 Longworth House Office Building,Republican,,202-225-4540,,,2011-01-05,CA,,,rep,http://denham.house.gov/
D000612,,,,https://denham.house.gov/contact-me/email-me,10.0,2015-01-03,202-225-3402,,,1730 Longworth House Office Building,Republican,,202-225-4540,,http://denham.house.gov/rss.xml,2013-01-03,CA,,,rep,http://denham.house.gov
D000612,,,,https://denham.house.gov/contact-me/email-me,10.0,2017-01-03,202-225-3402,,,1730 Longworth House Office Building,Republican,,202-225-4540,,http://denham.house.gov/rss.xml,2015-01-06,CA,,,rep,http://denham.house.gov
D000612,,,,,10.0,2019-01-03,,,,1730 Longworth House Office Building,Republican,,202-225-4540,,http://denham.house.gov/rss.xml,2017-01-03,CA,,,rep,http://denham.house.gov
D000604,,,,,15.0,2007-01-03,,,,,Republican,,,,,2005-01-04,PA,,,rep,
D000604,,,,,15.0,2009-01-03,,,,,Republican,,,,,2007-01-04,PA,,,rep,http://dent.house.gov
D000604,,,,,15.0,2011-01-03,,,,,Republican,,,,,2009-01-06,PA,,,rep,http://dent.house.gov
D000604,,,,http://dent.house.gov/verifyemail.shtml,15.0,2013-01-03,202-226-0778,,,1009 Longworth House Office Building,Republican,,202-225-6411,,,2011-01-05,PA,,,rep,http://dent.house.gov
D000604,,,,https://dent.house.gov/?p=ContactForm,15.0,2015-01-03,202-226-0778,,,2455 Rayburn House Office Building,Republican,,202-225-6411,,http://dent.house.gov/?a=rss.feed,2013-01-03,PA,,,rep,http://dent.house.gov
D000604,,,,https://dent.house.gov/?p=ContactForm,15.0,2017-01-03,202-226-0778,,,2211 Rayburn House Office Building,Republican,,202-225-6411,,http://dent.house.gov/?a=rss.feed,2015-01-06,PA,,,rep,https://dent.house.gov
D000604,,,,,15.0,2019-01-03,,,,2082 Rayburn House Office Building,Republican,,202-225-6411,,http://dent.house.gov/?a=rss.feed,2017-01-03,PA,,,rep,https://dent.house.gov
D000616,,,,,4.0,2013-01-03,202-226-5172,,,413 Cannon House Office Building,Republican,,202-225-6831,,,2011-01-05,TN,,,rep,http://desjarlais.house.gov/
D000616,,,,http://desjarlais.house.gov/contact/email-me,4.0,2015-01-03,202-226-5172,,,413 Cannon House Office Building,Republican,,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,2013-01-03,TN,,,rep,http://desjarlais.house.gov
D000616,,,,http://desjarlais.house.gov/contact/email-me,4.0,2017-01-03,202-226-5172,,,413 Cannon House Office Building,Republican,,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,2015-01-06,TN,,,rep,https://desjarlais.house.gov
D000616,,,,,4.0,2019-01-03,,,,2301 Rayburn House Office Building,Republican,,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,2017-01-03,TN,,,rep,https://desjarlais.house.gov
D000610,,,,,19.0,2011-01-03,,,,,Democrat,,,,,2010-04-15,FL,,,rep,http://deutch.house.gov/
D000610,,,,https://teddeutch.house.gov/Forms/WriteYourRep/default.aspx,19.0,2013-01-03,202-225-5974,,,1024 Longworth House Office Building,Democrat,,202-225-3001,,,2011-01-05,FL,,,rep,http://deutch.house.gov/
D000610,,,,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,21.0,2015-01-03,202-225-5974,,,1024 Longworth House Office Building,Democrat,,202-225-3001,,http://teddeutch.house.gov/news/rss.aspx,2013-01-03,FL,,,rep,http://teddeutch.house.gov
D000610,,,,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,21.0,2017-01-03,202-225-5974,,,2447 Rayburn House Office Building,Democrat,,202-225-3001,,http://teddeutch.house.gov/news/rss.aspx,2015-01-06,FL,,,rep,http://teddeutch.house.gov
D000610,,,,,22.0,2019-01-03,,,,2447 Rayburn House Office Building,Democrat,,202-225-9890,,http://teddeutch.house.gov/news/rss.aspx,2017-01-03,FL,,,rep,http://teddeutch.house.gov
D000600,,,,,25.0,2005-01-03,,,,,Republican,,,,,2003-01-07,FL,,,rep,http://www.house.gov/mariodiaz-balart
D000600,,,,,25.0,2007-01-03,,,,,Republican,,,,,2005-01-04,FL,,,rep,http://www.house.gov/mariodiaz-balart
D000600,,,,,25.0,2009-01-03,,,,,Republican,,,,,2007-01-04,FL,,,rep,http://www.house.gov/mariodiaz-balart
D000600,,,,,25.0,2011-01-03,,,,,Republican,,,,,2009-01-06,FL,,,rep,http://www.house.gov/mariodiaz-balart
D000600,,,,Http://mariodiaz-balart.house.gov//index.cfm?sectionid=11,21.0,2013-01-03,202-225-8576,,,436 Cannon House Office Building,Republican,,202-225-4211,,,2011-01-05,FL,,,rep,http://www.house.gov/mariodiaz-balart
D000600,,,,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,25.0,2015-01-03,202-225-8576,,,436 Cannon House Office Building,Republican,,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,2013-01-03,FL,,,rep,http://mariodiazbalart.house.gov
D000600,,,,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,25.0,2017-01-03,202-225-8576,,,440 Cannon House Office Building,Republican,,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,2015-01-06,FL,,,rep,http://mariodiazbalart.house.gov
D000600,,,,,25.0,2019-01-03,,,,440 Cannon House Office Building,Republican,,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,2017-01-03,FL,,,rep,http://mariodiazbalart.house.gov
D000600,,,,,,,,,Lincoln Diaz Balart,,,,,brother,,,,,,,
D000399,,,,,10.0,1997-01-03,,,,,Democrat,,,,,1995-01-04,TX,,,rep,
D000399,,,,,10.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,TX,,,rep,
D000399,,,,,10.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,TX,,,rep,
D000399,,,,,10.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,TX,,,rep,
D000399,,,,,10.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,TX,,,rep,http://www.house.gov/doggett
D000399,,,,,25.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,TX,,,rep,http://www.house.gov/doggett
D000399,,,,,25.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,TX,,,rep,http://www.house.gov/doggett
D000399,,,,,25.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,TX,,,rep,http://www.house.gov/doggett
D000399,,,,http://www.house.gov/doggett/doggett_ima/doggett_get_address.shtml,25.0,2013-01-03,202-225-3073,,,201 Cannon House Office Building,Democrat,,202-225-4865,,,2011-01-05,TX,,,rep,http://www.house.gov/doggett
D000399,,,,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,35.0,2015-01-03,202-225-3073,,,201 Cannon House Office Building,Democrat,,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,2013-01-03,TX,,,rep,http://doggett.house.gov
D000399,,,,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,35.0,2017-01-03,202-225-3073,,,2307 Rayburn House Office Building,Democrat,,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,2015-01-06,TX,,,rep,http://doggett.house.gov
D000399,,,,,35.0,2019-01-03,,,,2307 Rayburn House Office Building,Democrat,,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,2017-01-03,TX,,,rep,http://doggett.house.gov
D000607,,,,,2.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,IN,,,rep,http://donnelly.house.gov
D000607,,,,,2.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,IN,,,rep,http://donnelly.house.gov
D000607,,,,http://donnelly.house.gov/issue_subscribe.shtml,2.0,2013-01-03,202-225-6798,,,1530 Longworth House Office Building,Democrat,,202-225-3915,,,2011-01-05,IN,,,rep,http://donnelly.house.gov
D000607,,,1.0,http://www.donnelly.senate.gov/contact/email-joe,,2019-01-03,202-225-6798,,,720 Hart Senate Office Building,Democrat,,202-224-4814,,http://www.donnelly.senate.gov/rss/feeds/?type=all,2013-01-03,IN,senior,,sen,http://www.donnelly.senate.gov
D000482,,,,,18.0,1997-01-03,,,,,Democrat,,,,,1995-01-04,PA,,,rep,
D000482,,,,,18.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,PA,,,rep,
D000482,,,,,18.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,PA,,,rep,
D000482,,,,,18.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,PA,,,rep,
D000482,,,,,14.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,PA,,,rep,http://www.house.gov/doyle
D000482,,,,,14.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,PA,,,rep,http://www.house.gov/doyle
D000482,,,,,14.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,PA,,,rep,http://www.house.gov/doyle
D000482,,,,,14.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,PA,,,rep,http://www.house.gov/doyle
D000482,,,,http://www.house.gov/doyle/email_mike.shtml,14.0,2013-01-03,202-225-3084,,,401 Cannon House Office Building,Democrat,,202-225-2135,,,2011-01-05,PA,,,rep,http://www.house.gov/doyle
D000482,,,,https://doyle.house.gov/contact-me/email-me,14.0,2015-01-03,202-225-3084,,,239 Cannon House Office Building,Democrat,,202-225-2135,,http://doyle.house.gov/rss.xml,2013-01-03,PA,,,rep,http://doyle.house.gov
D000482,,,,https://doyle.house.gov/contact-me/email-me,14.0,2017-01-03,202-225-3084,,,239 Cannon House Office Building,Democrat,,202-225-2135,,http://doyle.house.gov/rss.xml,2015-01-06,PA,,,rep,http://doyle.house.gov
D000482,,,,,14.0,2019-01-03,,,,239 Cannon House Office Building,Democrat,,202-225-2135,,http://doyle.house.gov/rss.xml,2017-01-03,PA,,,rep,http://doyle.house.gov
D000614,,,,,7.0,2013-01-03,,,,1208 Longworth House Office Building,Republican,,202-225-3365,,,2011-01-05,WI,,,rep,http://duffy.house.gov/
D000614,,,,http://duffy.house.gov/contact,7.0,2015-01-03,202-225-3240,,,1208 Longworth House Office Building,Republican,,202-225-3365,,http://duffy.house.gov/rss.xml,2013-01-03,WI,,,rep,http://duffy.house.gov
D000614,,,,http://duffy.house.gov/contact,7.0,2017-01-03,202-225-3240,,,1208 Longworth House Office Building,Republican,,202-225-3365,,http://duffy.house.gov/rss.xml,2015-01-06,WI,,,rep,https://duffy.house.gov
D000614,,,,,7.0,2019-01-03,,,,2330 Rayburn House Office Building,Republican,,202-225-3365,,http://duffy.house.gov/rss.xml,2017-01-03,WI,,,rep,https://duffy.house.gov
D000615,,,,,3.0,2013-01-03,202- 225-3216,,,116 Cannon House Office Building,Republican,,202-225-5301,,,2011-01-05,SC,,,rep,http://jeffduncan.house.gov/
D000615,,,,https://jeffduncan.house.gov/contact-me/email-me,3.0,2015-01-03,202- 225-3216,,,116 Cannon House Office Building,Republican,,202-225-5301,,http://jeffduncan.house.gov/rss.xml,2013-01-03,SC,,,rep,http://jeffduncan.house.gov
D000615,,,,https://jeffduncan.house.gov/contact-me/email-me,3.0,2017-01-03,202- 225-3216,,,106 Cannon House Office Building,Republican,,202-225-5301,,http://jeffduncan.house.gov/rss.xml,2015-01-06,SC,,,rep,http://jeffduncan.house.gov
D000615,,,,,3.0,2019-01-03,,,,2229 Rayburn House Office Building,Republican,,202-225-5301,,http://jeffduncan.house.gov/rss.xml,2017-01-03,SC,,,rep,http://jeffduncan.house.gov
D000533,,,,,2.0,1989-01-03,,,,,Republican,,,,,1988-11-08,TN,,,rep,
D000533,,,,,2.0,1991-01-03,,,,,Republican,,,,,1989-01-03,TN,,,rep,
D000533,,,,,2.0,1993-01-03,,,,,Republican,,,,,1991-01-03,TN,,,rep,
D000533,,,,,2.0,1995-01-03,,,,,Republican,,,,,1993-01-05,TN,,,rep,
D000533,,,,,2.0,1997-01-03,,,,,Republican,,,,,1995-01-04,TN,,,rep,
D000533,,,,,2.0,1999-01-03,,,,,Republican,,,,,1997-01-07,TN,,,rep,
D000533,,,,,2.0,2001-01-03,,,,,Republican,,,,,1999-01-06,TN,,,rep,
D000533,,,,,2.0,2003-01-03,,,,,Republican,,,,,2001-01-03,TN,,,rep,
D000533,,,,,2.0,2005-01-03,,,,,Republican,,,,,2003-01-07,TN,,,rep,http://www.house.gov/duncan
D000533,,,,,2.0,2007-01-03,,,,,Republican,,,,,2005-01-04,TN,,,rep,http://www.house.gov/duncan
D000533,,,,,2.0,2009-01-03,,,,,Republican,,,,,2007-01-04,TN,,,rep,http://www.house.gov/duncan/
D000533,,,,,2.0,2011-01-03,,,,,Republican,,,,,2009-01-06,TN,,,rep,http://www.house.gov/duncan/
D000533,,,,http://www.house.gov/duncan/contactform_zipcheck.shtml,2.0,2013-01-03,202-225-6440,,,2207 Rayburn House Office Building,Republican,,202-225-5435,,,2011-01-05,TN,,,rep,http://www.house.gov/duncan/
D000533,,,,https://duncan.house.gov/contact-me/email-me,2.0,2015-01-03,202-225-6440,,,2207 Rayburn House Office Building,Republican,,202-225-5435,,http://duncan.house.gov/rss.xml,2013-01-03,TN,,,rep,http://duncan.house.gov
D000533,,,,https://duncan.house.gov/contact-me/email-me,2.0,2017-01-03,202-225-6440,,,2207 Rayburn House Office Building,Republican,,202-225-5435,,http://duncan.house.gov/rss.xml,2015-01-06,TN,,,rep,http://duncan.house.gov
D000533,,,,,2.0,2019-01-03,,,,2207 Rayburn House Office Building,Republican,,202-225-5435,,http://duncan.house.gov/rss.xml,2017-01-03,TN,,,rep,http://duncan.house.gov
D000533,,,,,,,,,John James Duncan,,,,,son,,,,,,,
E000288,,,,,5.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,MN,,,rep,http://ellison.house.gov
E000288,,,,,5.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,MN,,,rep,http://ellison.house.gov
E000288,,,,http://ellison.house.gov/index.php?option=com_content&amp;task=view&amp;id=87,5.0,2013-01-03,202-225-4886,,,1027 Longworth House Office Building,Democrat,,202-225-4755,,,2011-01-05,MN,,,rep,http://ellison.house.gov
E000288,,,,http://ellison.house.gov/contact,5.0,2015-01-03,202-225-4886,,,2244 Rayburn House Office Building,Democrat,,202-225-4755,,http://ellison.house.gov/index.php?format=feed&amp;type=rss,2013-01-03,MN,,,rep,http://ellison.house.gov
E000288,,,,http://ellison.house.gov/contact,5.0,2017-01-03,202-225-4886,,,2263 Rayburn House Office Building,Democrat,,202-225-4755,,http://ellison.house.gov/index.php?format=feed&amp;type=rss,2015-01-06,MN,,,rep,http://ellison.house.gov
E000288,,,,,5.0,2019-01-03,,,,2263 Rayburn House Office Building,Democrat,,202-225-4755,,http://ellison.house.gov/index.php?format=feed&amp;type=rss,2017-01-03,MN,,,rep,http://ellison.house.gov
E000179,,,,,19.0,1991-01-03,,,,,Democrat,,,,,1989-01-03,NY,,,rep,
E000179,,,,,19.0,1993-01-03,,,,,Democrat,,,,,1991-01-03,NY,,,rep,
E000179,,,,,17.0,1995-01-03,,,,,Democrat,,,,,1993-01-05,NY,,,rep,
E000179,,,,,17.0,1997-01-03,,,,,Democrat,,,,,1995-01-04,NY,,,rep,
E000179,,,,,17.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,NY,,,rep,
E000179,,,,,17.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,NY,,,rep,
E000179,,,,,17.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,NY,,,rep,
E000179,,,,,17.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,NY,,,rep,http://www.house.gov/engel
E000179,,,,,17.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,NY,,,rep,http://www.house.gov/engel
E000179,,,,,17.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,NY,,,rep,http://www.house.gov/engel
E000179,,,,,17.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,NY,,,rep,http://www.house.gov/engel
E000179,,,,http://www.house.gov/writerep,17.0,2013-01-03,202-225-5513,,,2161 Rayburn House Office Building,Democrat,,202-225-2464,,,2011-01-05,NY,,,rep,http://www.house.gov/engel
E000179,,,,https://engel.house.gov/write-your-rep1,16.0,2015-01-03,202-225-5513,,,2161 Rayburn House Office Building,Democrat,,202-225-2464,,,2013-01-03,NY,,,rep,http://engel.house.gov
E000179,,,,https://engel.house.gov/write-your-rep1,16.0,2017-01-03,202-225-5513,,,2462 Rayburn House Office Building,Democrat,,202-225-2464,,,2015-01-06,NY,,,rep,http://engel.house.gov
E000179,,,,,16.0,2019-01-03,,,,2462 Rayburn House Office Building,Democrat,,202-225-2464,,,2017-01-03,NY,,,rep,http://engel.house.gov
E000215,,,,,14.0,1995-01-03,,,,,Democrat,,,,,1993-01-05,CA,,,rep,
E000215,,,,,14.0,1997-01-03,,,,,Democrat,,,,,1995-01-04,CA,,,rep,
E000215,,,,,14.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,CA,,,rep,
E000215,,,,,14.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,CA,,,rep,
